Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
Mercedes-Benz,29500,crossover,180,3.2,Diesel,yes,2008
Audi,27000,other,222,NA,Diesel,yes,2007
Mercedes-Benz,8000,sedan,300,2,Petrol,yes,2000
Mercedes-Benz,NA,sedan,0,2.2,Diesel,yes,2016
Mitsubishi,10500,sedan,130,2,Petrol,yes,2008
Mercedes-Benz,11400,sedan,220,5,Petrol,yes,2004
Volkswagen,8300,hatch,147,1.6,Gas,yes,2006
Audi,6900,sedan,250,2.4,Gas,yes,1999
Mercedes-Benz,8500,other,210,4.3,Gas,yes,2000
Volkswagen,17300,crossover,148,3,Diesel,yes,2007
Mercedes-Benz,NA,crossover,1,3,Diesel,yes,2016
Volkswagen,3500,vagon,215,2,Petrol,yes,1993
Mercedes-Benz,249999,other,3,5.5,Petrol,yes,2016
Volkswagen,5000,hatch,220,1.4,Petrol,yes,2003
Mitsubishi,6900,sedan,118,1.6,Petrol,yes,2007
Toyota,5500,crossover,188,2,Petrol,yes,1999
BMW,17900,other,98,3,Petrol,yes,2007
Volkswagen,11500,van,210,2,Diesel,yes,2012
BMW,7200,sedan,448,3,Petrol,yes,1996
Volkswagen,12800,vagon,167,1.6,Diesel,yes,2011
Volkswagen,7000,van,350,1,Other,yes,2004
BMW,8400,sedan,220,2.2,Gas,yes,2001
Audi,3000,van,11,1.9,Diesel,no,1999
Renault,5200,sedan,160,1.4,Gas,yes,2008
Mitsubishi,5700,vagon,120,1.3,Petrol,yes,2005
Mitsubishi,6500,crossover,285,2.5,Diesel,yes,1991
Volkswagen,2300,vagon,200,1.9,Diesel,no,1999
Volkswagen,7700,van,228,1.9,Diesel,yes,2006
Volkswagen,10999,van,110,1.6,Diesel,yes,2012
BMW,8700,other,212,3,Diesel,no,2004
Mercedes-Benz,7200,sedan,312,3.2,Petrol,yes,2000
BMW,39000,crossover,38,3,Petrol,yes,2009
Mitsubishi,11999,crossover,235,3,Gas,yes,2007
Mercedes-Benz,129999,crossover,1,2.99,Diesel,yes,2016
Volkswagen,18100,other,195,2,Diesel,yes,2011
Mitsubishi,1600,vagon,185,1.3,Petrol,no,2000
Mercedes-Benz,138000,crossover,0,3,Diesel,yes,2016
Mercedes-Benz,NA,sedan,34,3.5,Diesel,yes,2014
Renault,2650,vagon,1,1,Diesel,no,2006
Volkswagen,23300,sedan,115,1.8,Petrol,yes,2012
BMW,25500,crossover,210,3,Gas,yes,2008
Volkswagen,20900,sedan,122,2,Petrol,yes,2012
Renault,3700,hatch,310,2,Petrol,yes,1996
Toyota,9500,sedan,125,1.6,Petrol,yes,2009
Mercedes-Benz,61500,crossover,121,3,Diesel,yes,2013
Toyota,NA,crossover,43,2.2,Diesel,yes,2013
Volkswagen,8800,other,217,1.9,Diesel,yes,2005
BMW,34900,vagon,136,2,Diesel,yes,2012
Audi,3600,vagon,200,2.5,Diesel,yes,1999
Mercedes-Benz,28000,other,12,1.8,Petrol,yes,2013
Mercedes-Benz,140000,crossover,88,5.46,Petrol,yes,2013
BMW,25800,sedan,203,2,Diesel,yes,2010
Mitsubishi,25999,crossover,86,3.2,Diesel,yes,2011
Volkswagen,29600,sedan,11,1.4,Petrol,yes,2016
BMW,3200,sedan,178,1.9,Petrol,no,2001
Mercedes-Benz,6900,van,200,2.3,Diesel,yes,1999
Mercedes-Benz,3550,sedan,274,3.2,Diesel,no,2002
BMW,2900,vagon,230,2,Diesel,no,2001
Mercedes-Benz,11500,van,307,2.2,Diesel,yes,2007
Volkswagen,11800,van,218,1.9,Diesel,yes,2008
Mercedes-Benz,69900,sedan,76,6,Petrol,yes,2010
Audi,23000,other,115,1.8,Petrol,yes,2008
Renault,6500,van,186,1.5,Diesel,yes,2012
Volkswagen,6000,vagon,284,1.9,Other,yes,2001
Toyota,17200,sedan,50,1.6,Petrol,yes,2013
Toyota,76500,crossover,29,4.5,Diesel,yes,2014
Volkswagen,6800,vagon,160,2.8,Petrol,yes,2001
Mercedes-Benz,250000,other,6,5.5,Petrol,yes,2016
Volkswagen,3750,sedan,262,1.8,Petrol,yes,1994
Volkswagen,8000,other,300,2.5,Diesel,yes,2007
Mercedes-Benz,58500,crossover,128,3,Diesel,yes,2013
Renault,4999,sedan,114,1.4,Other,yes,2006
BMW,NA,crossover,6,4.4,Petrol,yes,2016
Volkswagen,15800,sedan,56,1.4,Other,yes,2013
Volkswagen,9250,sedan,200,2,Diesel,yes,2007
Mitsubishi,11300,crossover,128,2.4,Gas,yes,2008
Audi,1400,sedan,250,1.8,Petrol,no,1993
Toyota,80000,crossover,23,4.5,Diesel,yes,2014
BMW,11900,sedan,1,2.8,Petrol,yes,2002
Volkswagen,9500,hatch,29,1.4,Petrol,yes,2014
BMW,10999,other,162,2.2,Petrol,yes,2002
Audi,23500,crossover,119,4.2,Gas,yes,2007
BMW,24500,crossover,170,4.8,Gas,yes,2007
Mitsubishi,6000,sedan,150,1.8,Gas,yes,2004
Mitsubishi,17500,crossover,194,3.2,Diesel,yes,2008
Toyota,9300,sedan,107,1.8,Gas,yes,2007
BMW,3500,vagon,280,3,Diesel,no,2001
BMW,41500,vagon,42,2,Petrol,yes,2012
Volkswagen,10300,other,215,1.9,Other,yes,2007
Mercedes-Benz,NA,crossover,1,3,Petrol,yes,2015
Audi,2200,vagon,280,2.5,Diesel,no,2002
Renault,19692.08,crossover,0,1.5,Diesel,yes,2016
Renault,7850,van,187,1.5,Diesel,yes,2010
Mercedes-Benz,NA,sedan,42,3,Diesel,yes,2014
Volkswagen,3950,hatch,280,NA,Gas,yes,1996
Toyota,20000,crossover,94,4.5,Petrol,yes,2005
Audi,3800,sedan,253,2.5,Diesel,no,1998
BMW,13700,sedan,254,3,Diesel,yes,2003
Toyota,31000,crossover,86,2.2,Diesel,yes,2014
Volkswagen,14400,van,237,2,Diesel,yes,2010
BMW,4700,sedan,200,NA,Petrol,yes,1996
Toyota,17500,hatch,45,1.6,Petrol,yes,2014
Renault,10396.23,vagon,1,1.2,Petrol,yes,2015
BMW,27800,crossover,140,3,Diesel,yes,2009
Volkswagen,5800,sedan,200,1.4,Petrol,yes,2000
Renault,5800,vagon,200,1.46,Diesel,yes,2008
Audi,21500,vagon,165,2,Diesel,yes,2010
Volkswagen,3600,sedan,330,2.8,Gas,yes,1994
BMW,6500,sedan,388,3.5,Petrol,yes,1998
Volkswagen,10700,vagon,171,1.9,Diesel,yes,2010
BMW,3100,sedan,280,2,Diesel,no,1999
Mercedes-Benz,38800,hatch,8,NA,Other,yes,2015
Mercedes-Benz,1350,vagon,240,2.5,Diesel,no,1992
Renault,NA,van,150,2.5,Diesel,yes,2007
Mercedes-Benz,4500,other,525,2.3,Diesel,yes,1995
Mercedes-Benz,99000,sedan,0,3,Petrol,yes,2016
Mercedes-Benz,5600,vagon,355,2.5,Diesel,yes,1996
Mercedes-Benz,8500,sedan,388,4.3,Gas,yes,2000
BMW,24000,crossover,108,2,Diesel,yes,2012
Mitsubishi,9300,sedan,95,2,Petrol,yes,2008
Toyota,15700,sedan,125,3.5,Petrol,yes,2008
Volkswagen,9600,sedan,106,1.6,Petrol,yes,2011
Volkswagen,21000,other,93,2,Diesel,yes,2012
Mercedes-Benz,3500,sedan,303,2.2,Diesel,no,2000
Toyota,45500,crossover,65,4,Gas,yes,2010
Audi,20900,crossover,185,4.2,Petrol,yes,2006
Mercedes-Benz,6999,other,168,2.3,Petrol,yes,2001
Mitsubishi,7999,sedan,112,2,Petrol,yes,2008
BMW,6500,sedan,1,3,Petrol,yes,1995
BMW,29500,sedan,230,3,Diesel,yes,2011
Renault,10300,van,138,2,Diesel,yes,2011
Volkswagen,6000,other,1,2.5,Diesel,yes,1999
Volkswagen,3300,vagon,193,1.9,Diesel,no,2003
Volkswagen,2400,vagon,320,1.9,Diesel,no,2000
Audi,23900,sedan,180,3,Diesel,yes,2009
Volkswagen,9300,sedan,148,2,Petrol,yes,2006
Mitsubishi,1699,hatch,294,1.6,Gas,yes,1992
Volkswagen,34000,crossover,92,3,Diesel,yes,2012
Toyota,14500,other,82,2,Gas,yes,2007
Volkswagen,10400,sedan,78,1.6,Petrol,yes,2012
BMW,6100,sedan,266,3.5,Petrol,no,1997
Volkswagen,7200,other,177,1.9,Diesel,yes,2010
Mercedes-Benz,14000,other,144,2.2,Diesel,yes,2009
Mercedes-Benz,8900,other,213,5,Other,yes,1999
BMW,22100,hatch,42,1.6,Petrol,yes,2013
Mercedes-Benz,33500,van,0,NA,Diesel,yes,2015
Mercedes-Benz,NA,sedan,20,3,Diesel,yes,2015
Toyota,33950,other,65,5.7,Petrol,yes,2013
BMW,3499,sedan,101,2.5,Petrol,yes,1990
Audi,28500,crossover,74,2,Petrol,yes,2010
BMW,8800,crossover,284,3,Diesel,no,2004
Volkswagen,17200,other,15,1.2,Petrol,yes,2014
Audi,3000,sedan,278,2.5,Diesel,no,1999
Toyota,25800,sedan,58,2.5,Petrol,yes,2015
Mercedes-Benz,18500,sedan,143,5.5,Petrol,yes,2007
Volkswagen,28793.04,van,0,1.6,Diesel,yes,2016
BMW,42900,sedan,2,2,Petrol,yes,2016
Toyota,11800,sedan,90,1.8,Petrol,yes,2008
Renault,7100,van,171,1.5,Diesel,yes,2013
Volkswagen,22000,sedan,26,1.8,Petrol,yes,2011
Volkswagen,2700,hatch,400,1.8,Gas,yes,1989
Toyota,7000,other,220,1.8,Petrol,yes,2001
BMW,6499,other,230,3,Diesel,no,2002
Volkswagen,15700,sedan,110,1.8,Petrol,yes,2011
Mitsubishi,8100,sedan,113,2,Petrol,yes,2007
Mercedes-Benz,12200,other,287,3.2,Petrol,yes,2000
Renault,5400,sedan,96,1.4,Petrol,yes,2007
Mercedes-Benz,5400,sedan,285,2.2,Diesel,no,2002
Volkswagen,7700,vagon,287,1.9,Diesel,yes,2002
BMW,34000,sedan,115,5,Petrol,yes,2008
Audi,3900,sedan,302,1.9,Diesel,no,2002
Mercedes-Benz,15000,sedan,240,5,Petrol,yes,2004
Volkswagen,8999,sedan,120,2,Petrol,yes,2008
Volkswagen,2400,sedan,268,99.99,Petrol,yes,1989
Mitsubishi,6300,sedan,116,1.5,Petrol,yes,2008
Volkswagen,7999,van,210,1.6,Gas,yes,2004
Toyota,25200,crossover,128,4,Gas,yes,2007
BMW,26999,sedan,131,2,Diesel,yes,2011
Mercedes-Benz,4000,sedan,460,2,Petrol,yes,1991
Audi,16000,sedan,180,3,Diesel,yes,2006
Mitsubishi,9200,sedan,115,2,Petrol,yes,2008
Volkswagen,7000,van,250,2,Diesel,yes,2004
Toyota,85000,crossover,1,4.5,Diesel,yes,2016
Volkswagen,3200,sedan,320,1.8,Gas,yes,1990
Renault,11000,hatch,127,1.5,Diesel,yes,2012
Mercedes-Benz,13900,other,225,NA,Other,yes,2008
Mitsubishi,10500,crossover,187,2.4,Gas,yes,2008
BMW,17500,sedan,102,2,Petrol,yes,2011
Renault,7200,vagon,224,1.5,Diesel,yes,2004
Toyota,8400,sedan,195,2.4,Gas,yes,2004
Volkswagen,8350,van,1,1.6,Diesel,yes,2011
Audi,3200,vagon,244,2,Other,no,2006
Toyota,11999,sedan,147,2.4,Petrol,yes,2010
Toyota,29900,crossover,144,4,Gas,yes,2008
BMW,11500,sedan,290,3,Diesel,yes,2001
Audi,NA,vagon,156,3,Diesel,yes,2009
Mitsubishi,13900,vagon,93,3,Gas,yes,2007
Mercedes-Benz,NA,sedan,300,2.6,Petrol,yes,2002
Renault,5000,van,245,1.5,Diesel,yes,2003
Toyota,2350,hatch,211,1.3,Petrol,yes,1987
Volkswagen,12900,van,127,1.6,Diesel,yes,2011
Mercedes-Benz,8650,van,344,2.2,Diesel,yes,2006
Toyota,22900,crossover,132,2.7,Gas,yes,2012
Mercedes-Benz,13500,van,290,2.2,Diesel,yes,2007
Audi,39999,crossover,45,2,Diesel,yes,2014
Audi,2850,sedan,350,NA,Gas,yes,1988
Volkswagen,3300,sedan,250,1.9,Diesel,no,2000
Audi,32500,crossover,108,2,Diesel,yes,2012
Mitsubishi,13300,crossover,135,3,Petrol,yes,2009
Volkswagen,2900,vagon,257,1.9,Diesel,no,2003
Volkswagen,2900,sedan,315,1.6,Gas,yes,1990
Mercedes-Benz,21000,crossover,208,3.5,Petrol,yes,2007
Mercedes-Benz,NA,crossover,1,3,Petrol,yes,2016
Toyota,89000,crossover,61,4.5,Diesel,yes,2011
Volkswagen,23500,crossover,48,2,Diesel,yes,2012
Mitsubishi,4200,van,350,1.8,Gas,yes,1992
Mercedes-Benz,70500,crossover,99,5.5,Petrol,yes,2009
Mercedes-Benz,124000,crossover,0,4,Petrol,yes,2016
Audi,39999,crossover,45,2,Diesel,yes,2014
Mercedes-Benz,1999,sedan,400,2.2,Diesel,no,2000
Mercedes-Benz,14300,other,175,2.2,Diesel,yes,2013
Toyota,13500,sedan,139,2.4,Gas,yes,2008
Toyota,13300,sedan,104,2.4,Petrol,yes,2007
Toyota,8200,hatch,82,1.3,Petrol,yes,2006
Renault,12000,van,137,1.5,Diesel,yes,2012
Renault,2150,vagon,199,1.9,Diesel,no,2003
Toyota,29000,vagon,60,2.2,Diesel,yes,2013
Mercedes-Benz,9500,van,280,2.2,Diesel,yes,2005
Volkswagen,NA,van,146,2.5,Diesel,yes,2009
Volkswagen,10600,van,120,2,Diesel,yes,2007
Mercedes-Benz,12500,van,238,2.2,Diesel,yes,2008
Mitsubishi,10200,crossover,269,3.2,Diesel,yes,2002
Toyota,NA,crossover,1,4.5,Diesel,yes,2016
Mercedes-Benz,50250,sedan,0,2.2,Diesel,yes,2015
Volkswagen,8900,van,100,1.4,Gas,yes,2009
Mercedes-Benz,5500,other,220,2.2,Diesel,yes,2002
BMW,45500,sedan,42,2,Diesel,yes,2014
Renault,10499,other,146,2,Diesel,yes,2012
Mercedes-Benz,99999,crossover,0,2.99,Diesel,yes,2016
Renault,9100,van,166,2,Diesel,yes,2012
Mercedes-Benz,24500,sedan,180,3.2,Diesel,yes,2008
BMW,63500,crossover,1,2,Diesel,yes,2016
BMW,3600,sedan,221,3,Diesel,no,2002
Renault,12900,crossover,89,2.5,Petrol,yes,2010
Renault,6400,sedan,51,1.6,Petrol,yes,2011
BMW,8800,sedan,287,3,Petrol,yes,2001
Renault,7199,sedan,104,1.5,Diesel,yes,2010
Renault,3300,van,250,1.5,Diesel,yes,2005
Audi,2400,sedan,305,2.3,Gas,yes,1989
Volkswagen,8400,hatch,60,1.39,Petrol,yes,2007
Toyota,NA,crossover,0,4.5,Diesel,yes,2016
Mitsubishi,7600,sedan,180,2,Gas,yes,2008
Renault,3800,van,196,1.9,Diesel,yes,1998
Mercedes-Benz,13100,sedan,160,3.7,Petrol,yes,2003
Toyota,21950,crossover,141,2.7,Gas,yes,2010
Renault,8800,van,205,1.9,Diesel,yes,2006
Toyota,10500,hatch,17,1,Petrol,yes,2016
Mitsubishi,24000,crossover,20,2.5,Diesel,yes,2013
Toyota,11800,sedan,189,2.4,Gas,yes,2007
Mercedes-Benz,20300,sedan,198,1.8,Gas,yes,2011
Toyota,11600,hatch,24,1.6,Petrol,yes,2009
Mercedes-Benz,22000,crossover,225,3.5,Gas,yes,2007
Mercedes-Benz,15800,sedan,231,3.5,Gas,yes,2005
Mercedes-Benz,13500,van,97,2.2,Diesel,yes,2013
Mitsubishi,16500,crossover,150,3.5,Gas,yes,2008
Mercedes-Benz,25000,van,156,NA,Other,yes,2012
Volkswagen,40000,other,170,2,Diesel,yes,2011
Mitsubishi,9500,crossover,150,2,Gas,yes,2007
Renault,6300,van,149,1.5,Other,yes,2011
BMW,4999,sedan,256,2.5,Diesel,no,2001
Toyota,14990,crossover,280,4.2,Diesel,yes,2000
Audi,16400,vagon,152,2,Diesel,yes,2011
Mercedes-Benz,21300,crossover,190,6.3,Petrol,yes,2007
Audi,24996,sedan,98,3.2,Petrol,yes,2009
Volkswagen,22900,sedan,45,2,Petrol,yes,2013
Toyota,8300,hatch,136,1.6,Petrol,yes,2007
Audi,12900,vagon,255,2.5,Diesel,yes,2005
Volkswagen,12199,vagon,149,2,Diesel,yes,2008
Audi,9999,vagon,198,2.7,Petrol,yes,2003
Mercedes-Benz,35500,crossover,99,5,Gas,yes,2005
Mitsubishi,11500,crossover,170,3,Gas,yes,2005
Mercedes-Benz,38500,sedan,134,3,Diesel,yes,2010
Mercedes-Benz,5500,other,250,2.2,Diesel,yes,2002
Volkswagen,9400,van,124,2,Gas,yes,2008
Volkswagen,8400,van,143,1.6,Diesel,yes,2011
Audi,2650,vagon,268,2.5,Diesel,no,2000
Toyota,12000,sedan,133,2.4,Gas,yes,2008
Mercedes-Benz,7500,sedan,187,2,Gas,yes,2001
Volkswagen,25900,hatch,35,2,Diesel,yes,2015
Volkswagen,7500,sedan,280,1.8,Other,yes,2005
Mercedes-Benz,35000,other,147,6,Petrol,yes,2001
Audi,6200,vagon,316,2.6,Gas,yes,1997
Volkswagen,1550,sedan,161,1.8,Petrol,no,1994
Mercedes-Benz,6500,van,450,2.3,Diesel,yes,1996
Volkswagen,8999,vagon,161,2,Diesel,yes,2008
Mitsubishi,21000,crossover,29,2,Gas,yes,2014
Mercedes-Benz,8800,other,575,2.2,Diesel,yes,2006
Volkswagen,13500,hatch,48,1.4,Petrol,yes,2012
Toyota,3300,van,345,2.4,Diesel,yes,1992
Mercedes-Benz,5990,sedan,400,2,Gas,yes,1998
Mercedes-Benz,14800,crossover,242,2.7,Diesel,yes,2005
Mercedes-Benz,NA,crossover,1,3,Diesel,yes,2016
Mercedes-Benz,47000,sedan,0,1.6,Petrol,yes,2016
Volkswagen,7990,sedan,180,1.8,Gas,yes,2005
Volkswagen,8999,sedan,120,1.9,Diesel,yes,2007
Volkswagen,23999,sedan,0,1.6,Diesel,yes,2016
Audi,6500,vagon,421,2.5,Diesel,yes,1996
Toyota,14000,sedan,1,1.8,Petrol,yes,2008
Audi,23500,crossover,116,4.2,Petrol,yes,2008
Renault,9500,sedan,89,1.6,Petrol,yes,2012
Mercedes-Benz,125000,sedan,18,3,Diesel,yes,2015
Volkswagen,9000,van,181,1.6,Diesel,yes,2011
Mitsubishi,2300,sedan,523,1.8,Diesel,yes,1989
Volkswagen,10650,sedan,65,1.6,Petrol,yes,2013
Audi,6399,vagon,230,2.5,Diesel,yes,1999
Mitsubishi,7500,sedan,140,1.5,Petrol,yes,2007
Volkswagen,6450,van,220,NA,Other,yes,2004
Volkswagen,10200,van,105,1.6,Diesel,yes,2014
Mercedes-Benz,3300,sedan,200,2.7,Diesel,no,2000
Mercedes-Benz,8300,sedan,175,2,Petrol,yes,2001
Volkswagen,7400,van,168,1.9,Diesel,yes,2005
Toyota,28600,crossover,66,2.2,Diesel,yes,2013
Audi,2800,sedan,230,2.8,Petrol,yes,1997
BMW,38000,crossover,223,3,Diesel,yes,2011
Toyota,11000,hatch,74,1.4,Other,yes,2010
Audi,11800,sedan,240,4.2,Gas,yes,2001
Renault,9500,van,275,2,Diesel,yes,2008
BMW,23700,crossover,117,2,Diesel,yes,2010
Mercedes-Benz,35000,other,135,5.5,Petrol,yes,2008
Volkswagen,11000,vagon,171,1.9,Diesel,yes,2009
BMW,25800,crossover,205,3,Diesel,yes,2008
Renault,13200,van,230,2,Diesel,yes,2009
Toyota,4650,hatch,170,1,Petrol,yes,2002
Mercedes-Benz,8300,van,337,2.2,Diesel,yes,2002
Mitsubishi,18900,crossover,106,3.8,Gas,yes,2007
Mitsubishi,12750,sedan,59,2.4,Petrol,yes,2009
Mercedes-Benz,3800,other,107,0.6,Petrol,yes,2000
Volkswagen,11500,other,189,2,Diesel,yes,2011
Mercedes-Benz,4600,van,200,2.2,Diesel,yes,2000
BMW,1550,sedan,300,NA,Gas,no,1994
Renault,7899,van,129,1.5,Other,yes,2014
Mercedes-Benz,70999,crossover,0,2.2,Diesel,yes,2016
Toyota,8800,sedan,300,2.4,Petrol,yes,2004
Renault,8250,sedan,16,1.2,Petrol,yes,2014
Toyota,21500,crossover,89,2,Petrol,yes,2012
Toyota,195000,crossover,0,4.5,Diesel,yes,2016
Renault,2400,hatch,1,2,Petrol,no,2002
Volkswagen,12500,other,160,2.5,Other,yes,2006
Mercedes-Benz,2499,hatch,201,1.7,Diesel,no,2001
BMW,14990,sedan,135,2.5,Petrol,yes,2005
Audi,NA,sedan,166,3,Gas,yes,2005
Mitsubishi,8260,sedan,65,1.5,Petrol,yes,2011
BMW,6800,sedan,230,2,Petrol,yes,1998
Mercedes-Benz,NA,crossover,131,5,Petrol,yes,2008
Mitsubishi,1999,van,168,1.8,Petrol,no,2001
BMW,8500,other,265,2.8,Gas,yes,1998
Toyota,24800,crossover,90,4,Petrol,yes,2008
Mitsubishi,11800,crossover,120,3,Petrol,yes,2008
Mercedes-Benz,35500,sedan,100,3.5,Petrol,yes,2010
Mercedes-Benz,9400,van,250,2.2,Diesel,yes,2005
Volkswagen,14900,sedan,73,NA,Petrol,yes,2012
Volkswagen,NA,other,28,2,Diesel,yes,2015
Mercedes-Benz,14899,other,209,3,Diesel,yes,2006
Volkswagen,15500,sedan,178,2,Diesel,no,2013
Renault,2200,van,290,2.2,Diesel,no,1999
Volkswagen,8950,sedan,133,1.6,Petrol,yes,2012
BMW,17800,vagon,159,3,Diesel,yes,2008
Audi,85555,sedan,40,3,Diesel,yes,2015
Volkswagen,2000,sedan,300,1.3,Petrol,yes,1988
Mercedes-Benz,20500,sedan,56,5,Other,yes,2003
Toyota,30990,crossover,68,2.7,Gas,yes,2012
Toyota,39900,crossover,11,4,Petrol,yes,2013
BMW,21900,other,25,2.5,Petrol,yes,2007
Mercedes-Benz,NA,sedan,16,3,Diesel,yes,2014
Mercedes-Benz,185555,other,0,4.7,Petrol,yes,2016
Toyota,12400,hatch,52,1.4,Other,yes,2012
Mercedes-Benz,5000,other,200,2,Petrol,yes,1998
Volkswagen,3200,sedan,367,2,Petrol,yes,1991
BMW,6500,sedan,300,2.8,Gas,yes,1997
Mercedes-Benz,13600,hatch,147,2,Diesel,yes,2008
BMW,19990,other,164,NA,Gas,yes,2004
Audi,23500,crossover,245,3,Diesel,yes,2007
Audi,15499,sedan,177,2,Diesel,yes,2007
Mercedes-Benz,12950,sedan,197,2.7,Diesel,yes,2002
Volkswagen,1800,sedan,250,NA,Petrol,yes,1991
Toyota,23500,sedan,80,2.5,Gas,yes,2014
BMW,NA,hatch,107,2,Petrol,yes,2006
Renault,5950,hatch,200,1.5,Diesel,yes,2005
Mitsubishi,2900,hatch,300,1.8,Petrol,yes,1989
Mercedes-Benz,5000,van,400,2.2,Diesel,yes,1999
Mercedes-Benz,1200,sedan,240,2.4,Petrol,no,1999
Volkswagen,6500,sedan,190,1.9,Diesel,yes,2006
Volkswagen,51900,crossover,30,3,Diesel,yes,2015
BMW,104999,crossover,2,3,Diesel,yes,2016
Renault,4650,van,165,1.5,Diesel,yes,2003
Mitsubishi,16000,crossover,59,NA,Petrol,yes,2012
Audi,12500,sedan,165,2.4,Petrol,yes,2006
Volkswagen,10250,sedan,144,2,Diesel,yes,2008
Audi,23500,other,83,2,Petrol,yes,2009
Volkswagen,17777,van,250,2,Diesel,yes,2010
Mercedes-Benz,8300,sedan,233,3.2,Diesel,yes,2001
Mercedes-Benz,39900,sedan,84,5.5,Petrol,yes,2011
Mercedes-Benz,5200,van,400,2.9,Diesel,yes,1999
Audi,31500,sedan,140,2,Diesel,yes,2012
BMW,4800,sedan,11,2.5,Diesel,yes,1994
Volkswagen,7700,other,290,NA,Diesel,yes,2000
Volkswagen,21550,crossover,58,1.4,Petrol,yes,2014
Audi,42900,crossover,140,3,Diesel,yes,2013
Audi,2600,sedan,160,2.5,Diesel,no,2002
Volkswagen,31310,van,0,2,Diesel,yes,2014
Volkswagen,11800,van,230,1.9,Diesel,yes,2009
Mercedes-Benz,107000,van,0,2.2,Diesel,yes,2016
Toyota,14800,crossover,150,NA,Gas,yes,2006
BMW,9800,sedan,264,3,Diesel,yes,2001
Volkswagen,7950,van,144,2,Gas,yes,2012
Mercedes-Benz,9000,crossover,220,3.2,Gas,yes,1999
BMW,7400,sedan,279,3.5,Gas,yes,1998
Toyota,24000,sedan,60,2.5,Gas,yes,2014
Mercedes-Benz,4800,sedan,199,3.2,Diesel,yes,1999
Toyota,22000,crossover,155,2.7,Gas,yes,2008
BMW,42500,crossover,29,3,Petrol,yes,2011
Toyota,17200,crossover,149,4.7,Petrol,yes,2008
Renault,8100,crossover,90,1.9,Diesel,yes,2005
Volkswagen,37900,crossover,73,3,Diesel,yes,2012
Volkswagen,30000,sedan,67,2,Diesel,yes,2013
Volkswagen,7700,van,247,1.9,Diesel,yes,2002
BMW,32500,sedan,148,3,Petrol,yes,2011
BMW,18700,crossover,260,3,Diesel,yes,2006
Renault,8100,van,219,2.5,Diesel,yes,2010
Toyota,5050,hatch,138,1,Petrol,yes,2001
Mercedes-Benz,11800,van,165,2.2,Diesel,yes,2012
Mercedes-Benz,68700,crossover,980,3,Diesel,yes,2013
Audi,2000,sedan,360,1.6,Other,no,1996
Mercedes-Benz,NA,other,24,4.7,Petrol,yes,2014
Mercedes-Benz,19200,sedan,173,5,Petrol,yes,2007
BMW,16400,sedan,187,4.8,Gas,yes,2007
BMW,6300,sedan,330,2.5,Petrol,yes,1999
Mitsubishi,15000,crossover,295,2.8,Diesel,yes,2004
Toyota,23000,other,211,4,Gas,yes,2007
Mercedes-Benz,23700,sedan,86,1.8,Gas,yes,2013
BMW,11900,sedan,160,2.5,Petrol,yes,2005
Audi,7900,sedan,274,1.8,Gas,yes,2003
Mercedes-Benz,4400,sedan,308,3.2,Gas,no,2000
Volkswagen,9900,other,181,1.6,Diesel,yes,2012
Volkswagen,6900,hatch,113,1.4,Petrol,yes,2003
Mercedes-Benz,NA,crossover,63,5.5,Petrol,yes,2011
Mercedes-Benz,71999,crossover,0,2.2,Diesel,yes,2016
BMW,11800,crossover,210,3,Diesel,no,2006
Renault,10999,van,207,2,Diesel,yes,2012
Mitsubishi,18900,crossover,93,3.8,Gas,yes,2008
Toyota,28900,crossover,120,3.5,Petrol,yes,2011
Toyota,15500,crossover,130,2,Petrol,yes,2008
BMW,63000,crossover,0,2,Diesel,yes,2015
Toyota,11700,sedan,145,2.4,Petrol,yes,2007
BMW,4999,sedan,327,3,Diesel,no,2001
Toyota,13300,crossover,140,2.4,Petrol,yes,2007
Mercedes-Benz,8200,sedan,260,3,Diesel,yes,1997
Renault,8900,van,150,2,Diesel,yes,2009
Renault,NA,vagon,117,1.5,Diesel,yes,2007
BMW,60500,sedan,110,3,Diesel,yes,2011
BMW,8900,sedan,294,2.2,Gas,yes,2000
BMW,69500,sedan,62,4.4,Petrol,yes,2013
Volkswagen,9000,hatch,95,1.6,Gas,yes,2005
BMW,17800,crossover,265,3,Diesel,yes,2005
Mercedes-Benz,2100,other,350,2.4,Diesel,yes,1988
Toyota,10700,sedan,57,1.3,Petrol,yes,2010
Volkswagen,17777,van,250,2,Diesel,yes,2010
Audi,73500,sedan,53,6.3,Petrol,yes,2013
Mitsubishi,9800,crossover,92,2,Petrol,yes,2008
Volkswagen,35900,van,132,2,Diesel,yes,2011
Toyota,7500,hatch,135,1,Petrol,yes,2008
Renault,2500,sedan,105,1.4,Petrol,yes,1990
Audi,39999,crossover,100,3,Diesel,yes,2011
Volkswagen,22000,crossover,123,3,Diesel,yes,2009
Toyota,9800,sedan,65,1.6,Petrol,yes,2009
BMW,29999,other,73,2,Petrol,yes,2012
Mercedes-Benz,7500,sedan,350,2.2,Diesel,yes,2003
Toyota,12500,sedan,138,3.5,Petrol,yes,2007
BMW,39500,crossover,115,4.4,Petrol,yes,2010
Volkswagen,10600,van,240,2.5,Diesel,yes,2009
Mitsubishi,18200,crossover,147,3.2,Diesel,yes,2008
Mercedes-Benz,189999,other,0,4.7,Petrol,yes,2016
